# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim; Mem. Consumption after 1st timestep; Memory Consumption At End; Parabolic reason; Newton reason; parabolic n. iter; min; max; newton n. iter; min; max 
22.12.2016 09:35:52;s-8d3a201a.on.site.uni;          1;          1;          1;          1;          1;          1;        300;   1.000;.47239900;6.18360700;.12019100;118.46457400;125.26738739;124.91305542;.35433301;112.33891800;6.03688300;.00836300;.07207200;470560768;577695744;      3;      2;      0;      0;      0;      0;      0;      0;
